"","#Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"38","ANNEALINGEvolK2P",TRUE,0,1178,100,0,"BestSampledLogLL",-776.757806197114,"sim--1787744172.msf",46939,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"39","ANNEALINGEvolK2P",TRUE,0,1178,100,0,"PartitionMetric",0,"sim--1787744172.msf",46939,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"40","ANNEALINGEvolK2P",TRUE,0,1178,100,0,"RobinsonFouldsMetric",0.382011262025634,"sim--1787744172.msf",46939,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"41","ANNEALINGEvolK2P",TRUE,0,1178,100,0,"KuhnerFelsenstein",0.0146288362081495,"sim--1787744172.msf",46939,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"42","SSEvolK2P",NA,NA,NA,117800,0,NA,NA,"sim--1787744172.msf",39143,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"43","ANNEALINGJC",TRUE,0,1151,100,0,"ConsensusLogLL",-773.760919930124,"sim--1787744172.msf",25355,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"44","ANNEALINGJC",TRUE,0,1151,100,0,"BestSampledLogLL",-775.611593738539,"sim--1787744172.msf",25355,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"45","ANNEALINGJC",TRUE,0,1151,100,0,"PartitionMetric",0,"sim--1787744172.msf",25355,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"46","ANNEALINGJC",TRUE,0,1151,100,0,"RobinsonFouldsMetric",0.402948716383645,"sim--1787744172.msf",25355,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"47","ANNEALINGJC",TRUE,0,1151,100,0,"KuhnerFelsenstein",0.0148130601443948,"sim--1787744172.msf",25355,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"48","SSJC",NA,NA,NA,115100,0,NA,NA,"sim--1787744172.msf",24630,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"49","ANNEALINGEvolGTR",TRUE,0,1531,100,0,"ConsensusLogLL",-781.406231278063,"sim--1787744172.msf",90236,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"50","ANNEALINGEvolGTR",TRUE,0,1531,100,0,"BestSampledLogLL",-772.587513024461,"sim--1787744172.msf",90236,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"51","ANNEALINGEvolGTR",TRUE,0,1531,100,0,"PartitionMetric",0,"sim--1787744172.msf",90236,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"52","ANNEALINGEvolGTR",TRUE,0,1531,100,0,"RobinsonFouldsMetric",0.415657576027287,"sim--1787744172.msf",90236,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"53","ANNEALINGEvolGTR",TRUE,0,1531,100,0,"KuhnerFelsenstein",0.0158021137399137,"sim--1787744172.msf",90236,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"54","SSEvolGTR",NA,NA,NA,153100,0,NA,NA,"sim--1787744172.msf",79865,7181,0.9999,100,10,212,10,"100 100000 100 100000 100 100000"
"55","ANNEALINGEvolK2P",TRUE,0,1180,100,0,"ConsensusLogLL",-671.720505250502,"sim--1050299845.msf",51041,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"56","ANNEALINGEvolK2P",TRUE,0,1180,100,0,"BestSampledLogLL",-667.299518304906,"sim--1050299845.msf",51041,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"57","ANNEALINGEvolK2P",TRUE,0,1180,100,0,"PartitionMetric",0,"sim--1050299845.msf",51041,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"58","ANNEALINGEvolK2P",TRUE,0,1180,100,0,"RobinsonFouldsMetric",0.486186841001176,"sim--1050299845.msf",51041,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"59","ANNEALINGEvolK2P",TRUE,0,1180,100,0,"KuhnerFelsenstein",0.0289386316248982,"sim--1050299845.msf",51041,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"60","SSEvolK2P",NA,NA,NA,118000,0,NA,NA,"sim--1050299845.msf",44381,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"61","ANNEALINGJC",TRUE,0,1132,100,0,"ConsensusLogLL",-666.463555278108,"sim--1050299845.msf",26621,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"62","ANNEALINGJC",TRUE,0,1132,100,0,"BestSampledLogLL",-670.076546701292,"sim--1050299845.msf",26621,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"63","ANNEALINGJC",TRUE,0,1132,100,0,"PartitionMetric",2,"sim--1050299845.msf",26621,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"64","ANNEALINGJC",TRUE,0,1132,100,0,"RobinsonFouldsMetric",0.511434697663774,"sim--1050299845.msf",26621,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"65","ANNEALINGJC",TRUE,0,1132,100,0,"KuhnerFelsenstein",0.0287475937702404,"sim--1050299845.msf",26621,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"66","SSJC",NA,NA,NA,113200,0,NA,NA,"sim--1050299845.msf",25136,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"67","ANNEALINGEvolGTR",TRUE,0,1554,100,0,"ConsensusLogLL",-671.29279071557,"sim--1050299845.msf",82758,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"68","ANNEALINGEvolGTR",TRUE,0,1554,100,0,"BestSampledLogLL",-666.296456111409,"sim--1050299845.msf",82758,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"69","ANNEALINGEvolGTR",TRUE,0,1554,100,0,"PartitionMetric",2,"sim--1050299845.msf",82758,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"70","ANNEALINGEvolGTR",TRUE,0,1554,100,0,"RobinsonFouldsMetric",0.499096841001176,"sim--1050299845.msf",82758,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"71","ANNEALINGEvolGTR",TRUE,0,1554,100,0,"KuhnerFelsenstein",0.0304457958232751,"sim--1050299845.msf",82758,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"72","SSEvolGTR",NA,NA,NA,155400,0,NA,NA,"sim--1050299845.msf",84597,7181,0.9999,100,10,206,10,"100 100000 100 100000 100 100000"
"73","ANNEALINGEvolK2P",TRUE,0,1235,100,0,"ConsensusLogLL",-831.805090171232,"sim--1464332993.msf",54053,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"74","ANNEALINGEvolK2P",TRUE,0,1235,100,0,"BestSampledLogLL",-829.759165159671,"sim--1464332993.msf",54053,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"75","ANNEALINGEvolK2P",TRUE,0,1235,100,0,"PartitionMetric",2,"sim--1464332993.msf",54053,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"76","ANNEALINGEvolK2P",TRUE,0,1235,100,0,"RobinsonFouldsMetric",0.889230606317231,"sim--1464332993.msf",54053,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"77","ANNEALINGEvolK2P",TRUE,0,1235,100,0,"KuhnerFelsenstein",0.100012207662949,"sim--1464332993.msf",54053,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"78","SSEvolK2P",NA,NA,NA,123500,0,NA,NA,"sim--1464332993.msf",44411,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"79","ANNEALINGJC",TRUE,0,1225,100,0,"ConsensusLogLL",-827.409188101481,"sim--1464332993.msf",30939,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"80","ANNEALINGJC",TRUE,0,1225,100,0,"BestSampledLogLL",-828.745615192491,"sim--1464332993.msf",30939,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"81","ANNEALINGJC",TRUE,0,1225,100,0,"PartitionMetric",0,"sim--1464332993.msf",30939,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"82","ANNEALINGJC",TRUE,0,1225,100,0,"RobinsonFouldsMetric",0.79973060631723,"sim--1464332993.msf",30939,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"83","ANNEALINGJC",TRUE,0,1225,100,0,"KuhnerFelsenstein",0.100666492245678,"sim--1464332993.msf",30939,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"84","SSJC",NA,NA,NA,122500,0,NA,NA,"sim--1464332993.msf",25999,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"85","ANNEALINGEvolGTR",TRUE,0,1580,100,0,"ConsensusLogLL",-830.309496362361,"sim--1464332993.msf",84022,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"86","ANNEALINGEvolGTR",TRUE,0,1580,100,0,"BestSampledLogLL",-830.898805375706,"sim--1464332993.msf",84022,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"87","ANNEALINGEvolGTR",TRUE,0,1580,100,0,"PartitionMetric",2,"sim--1464332993.msf",84022,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"88","ANNEALINGEvolGTR",TRUE,0,1580,100,0,"RobinsonFouldsMetric",0.940160606317231,"sim--1464332993.msf",84022,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"89","ANNEALINGEvolGTR",TRUE,0,1580,100,0,"KuhnerFelsenstein",0.0950031887453186,"sim--1464332993.msf",84022,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"90","SSEvolGTR",NA,NA,NA,158000,0,NA,NA,"sim--1464332993.msf",83076,7181,0.9999,100,10,214,10,"100 100000 100 100000 100 100000"
"91","ANNEALINGEvolK2P",TRUE,0,1348,100,0,"ConsensusLogLL",-918.390810253077,"sim--1140921814.msf",55639,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"92","ANNEALINGEvolK2P",TRUE,0,1348,100,0,"BestSampledLogLL",-914.047960796082,"sim--1140921814.msf",55639,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"93","ANNEALINGEvolK2P",TRUE,0,1348,100,0,"PartitionMetric",2,"sim--1140921814.msf",55639,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"94","ANNEALINGEvolK2P",TRUE,0,1348,100,0,"RobinsonFouldsMetric",0.688011391253153,"sim--1140921814.msf",55639,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"95","ANNEALINGEvolK2P",TRUE,0,1348,100,0,"KuhnerFelsenstein",0.0444801722723332,"sim--1140921814.msf",55639,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"96","SSEvolK2P",NA,NA,NA,134800,0,NA,NA,"sim--1140921814.msf",47085,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"97","ANNEALINGJC",TRUE,0,1268,100,0,"ConsensusLogLL",-912.40097327942,"sim--1140921814.msf",29855,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"98","ANNEALINGJC",TRUE,0,1268,100,0,"BestSampledLogLL",-914.028455300615,"sim--1140921814.msf",29855,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"99","ANNEALINGJC",TRUE,0,1268,100,0,"PartitionMetric",2,"sim--1140921814.msf",29855,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"100","ANNEALINGJC",TRUE,0,1268,100,0,"RobinsonFouldsMetric",0.760125908868668,"sim--1140921814.msf",29855,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"101","ANNEALINGJC",TRUE,0,1268,100,0,"KuhnerFelsenstein",0.0526519151486131,"sim--1140921814.msf",29855,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"102","SSJC",NA,NA,NA,126800,0,NA,NA,"sim--1140921814.msf",27523,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"103","ANNEALINGEvolGTR",TRUE,0,1686,100,0,"ConsensusLogLL",-916.69664478149,"sim--1140921814.msf",98816,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"104","ANNEALINGEvolGTR",TRUE,0,1686,100,0,"BestSampledLogLL",-909.581738350577,"sim--1140921814.msf",98816,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"105","ANNEALINGEvolGTR",TRUE,0,1686,100,0,"PartitionMetric",2,"sim--1140921814.msf",98816,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"106","ANNEALINGEvolGTR",TRUE,0,1686,100,0,"RobinsonFouldsMetric",0.765575908868668,"sim--1140921814.msf",98816,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"107","ANNEALINGEvolGTR",TRUE,0,1686,100,0,"KuhnerFelsenstein",0.0626030531152351,"sim--1140921814.msf",98816,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"108","SSEvolGTR",NA,NA,NA,168600,0,NA,NA,"sim--1140921814.msf",86806,7181,0.9999,100,10,208,10,"100 100000 100 100000 100 100000"
"109","ANNEALINGEvolK2P",TRUE,0,1088,100,0,"ConsensusLogLL",-734.925685928612,"sim--125377293.msf",45859,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"110","ANNEALINGEvolK2P",TRUE,0,1088,100,0,"BestSampledLogLL",-729.772431650293,"sim--125377293.msf",45859,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"111","ANNEALINGEvolK2P",TRUE,0,1088,100,0,"PartitionMetric",6,"sim--125377293.msf",45859,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"112","ANNEALINGEvolK2P",TRUE,0,1088,100,0,"RobinsonFouldsMetric",0.518819854852113,"sim--125377293.msf",45859,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"113","ANNEALINGEvolK2P",TRUE,0,1088,100,0,"KuhnerFelsenstein",0.0256664579001155,"sim--125377293.msf",45859,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"114","SSEvolK2P",NA,NA,NA,108800,0,NA,NA,"sim--125377293.msf",40502,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"115","ANNEALINGJC",TRUE,0,1028,100,0,"ConsensusLogLL",-726.820651362377,"sim--125377293.msf",23421,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"116","ANNEALINGJC",TRUE,0,1028,100,0,"BestSampledLogLL",-729.178414482646,"sim--125377293.msf",23421,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"117","ANNEALINGJC",TRUE,0,1028,100,0,"PartitionMetric",6,"sim--125377293.msf",23421,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"118","ANNEALINGJC",TRUE,0,1028,100,0,"RobinsonFouldsMetric",0.547449854852113,"sim--125377293.msf",23421,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"119","ANNEALINGJC",TRUE,0,1028,100,0,"KuhnerFelsenstein",0.0276915289415959,"sim--125377293.msf",23421,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"120","SSJC",NA,NA,NA,102800,0,NA,NA,"sim--125377293.msf",22046,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"121","ANNEALINGEvolGTR",TRUE,0,1427,100,0,"ConsensusLogLL",-733.210665309847,"sim--125377293.msf",75396,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"122","ANNEALINGEvolGTR",TRUE,0,1427,100,0,"BestSampledLogLL",-725.284290314186,"sim--125377293.msf",75396,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"123","ANNEALINGEvolGTR",TRUE,0,1427,100,0,"PartitionMetric",6,"sim--125377293.msf",75396,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"124","ANNEALINGEvolGTR",TRUE,0,1427,100,0,"RobinsonFouldsMetric",0.485848416811878,"sim--125377293.msf",75396,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"125","ANNEALINGEvolGTR",TRUE,0,1427,100,0,"KuhnerFelsenstein",0.0226157043005251,"sim--125377293.msf",75396,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"126","SSEvolGTR",NA,NA,NA,142700,0,NA,NA,"sim--125377293.msf",63451,7181,0.9999,100,10,219,10,"100 100000 100 100000 100 100000"
"127","ANNEALINGEvolK2P",TRUE,0,1107,100,0,"ConsensusLogLL",-624.972683717073,"sim-1258889392.msf",57427,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"128","ANNEALINGEvolK2P",TRUE,0,1107,100,0,"BestSampledLogLL",-625.744822512914,"sim-1258889392.msf",57427,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"129","ANNEALINGEvolK2P",TRUE,0,1107,100,0,"PartitionMetric",4,"sim-1258889392.msf",57427,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"130","ANNEALINGEvolK2P",TRUE,0,1107,100,0,"RobinsonFouldsMetric",0.55888332400026,"sim-1258889392.msf",57427,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"131","ANNEALINGEvolK2P",TRUE,0,1107,100,0,"KuhnerFelsenstein",0.0288128079859676,"sim-1258889392.msf",57427,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"132","SSEvolK2P",NA,NA,NA,110700,0,NA,NA,"sim-1258889392.msf",46349,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"133","ANNEALINGJC",TRUE,0,1125,100,0,"ConsensusLogLL",-621.885834974179,"sim-1258889392.msf",30106,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"134","ANNEALINGJC",TRUE,0,1125,100,0,"BestSampledLogLL",-624.62276114323,"sim-1258889392.msf",30106,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"135","ANNEALINGJC",TRUE,0,1125,100,0,"PartitionMetric",4,"sim-1258889392.msf",30106,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"136","ANNEALINGJC",TRUE,0,1125,100,0,"RobinsonFouldsMetric",0.580687855500347,"sim-1258889392.msf",30106,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"137","ANNEALINGJC",TRUE,0,1125,100,0,"KuhnerFelsenstein",0.0319766306628047,"sim-1258889392.msf",30106,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"138","SSJC",NA,NA,NA,112500,0,NA,NA,"sim-1258889392.msf",23830,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"139","ANNEALINGEvolGTR",TRUE,0,1429,100,0,"ConsensusLogLL",-629.321852985046,"sim-1258889392.msf",82096,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"140","ANNEALINGEvolGTR",TRUE,0,1429,100,0,"BestSampledLogLL",-624.007162679132,"sim-1258889392.msf",82096,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"141","ANNEALINGEvolGTR",TRUE,0,1429,100,0,"PartitionMetric",4,"sim-1258889392.msf",82096,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"142","ANNEALINGEvolGTR",TRUE,0,1429,100,0,"RobinsonFouldsMetric",0.527151195401124,"sim-1258889392.msf",82096,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"143","ANNEALINGEvolGTR",TRUE,0,1429,100,0,"KuhnerFelsenstein",0.0280688759087186,"sim-1258889392.msf",82096,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"144","SSEvolGTR",NA,NA,NA,142900,0,NA,NA,"sim-1258889392.msf",71337,7181,0.9999,100,10,201,10,"100 100000 100 100000 100 100000"
"145","ANNEALINGEvolK2P",TRUE,0,1169,100,0,"ConsensusLogLL",-684.31479717882,"sim-1860400766.msf",46280,7181,0.9999,100,10,216,10,"100 100000 100 100000 100 100000"
"146","ANNEALINGEvolK2P",TRUE,0,1169,100,0,"BestSampledLogLL",-682.983487966289,"sim-1860400766.msf",46280,7181,0.9999,100,10,216,10,"100 100000 100 100000 100 100000"
"147","ANNEALINGEvolK2P",TRUE,0,1169,100,0,"PartitionMetric",2,"sim-1860400766.msf",46280,7181,0.9999,100,10,216,10,"100 100000 100 100000 100 100000"
