"","#Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"24","SSEvolK2P",NA,NA,NA,1735000,0,NA,NA,"sim--1037831270.msf",1486156,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"25","ANNEALINGJC",TRUE,0,1652,1000,0,"ConsensusLogLL",-3812.31034974068,"sim--1037831270.msf",668095,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"26","ANNEALINGJC",TRUE,0,1652,1000,0,"BestSampledLogLL",-3813.77348951496,"sim--1037831270.msf",668095,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"27","ANNEALINGJC",TRUE,0,1652,1000,0,"PartitionMetric",2,"sim--1037831270.msf",668095,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"28","ANNEALINGJC",TRUE,0,1652,1000,0,"RobinsonFouldsMetric",0.270419561881068,"sim--1037831270.msf",668095,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"29","ANNEALINGJC",TRUE,0,1652,1000,0,"KuhnerFelsenstein",0.0132976227086442,"sim--1037831270.msf",668095,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"30","SSJC",NA,NA,NA,1652000,0,NA,NA,"sim--1037831270.msf",674604,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"31","ANNEALINGEvolGTR",TRUE,0,2140,1000,0,"ConsensusLogLL",-3859.47347568877,"sim--1037831270.msf",2333920,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"32","ANNEALINGEvolGTR",TRUE,0,2140,1000,0,"BestSampledLogLL",-3768.29529369288,"sim--1037831270.msf",2333920,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"33","ANNEALINGEvolGTR",TRUE,0,2140,1000,0,"PartitionMetric",2,"sim--1037831270.msf",2333920,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"34","ANNEALINGEvolGTR",TRUE,0,2140,1000,0,"RobinsonFouldsMetric",0.291568799437364,"sim--1037831270.msf",2333920,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"35","ANNEALINGEvolGTR",TRUE,0,2140,1000,0,"KuhnerFelsenstein",0.0116196783610827,"sim--1037831270.msf",2333920,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"36","SSEvolGTR",NA,NA,NA,2140000,0,NA,NA,"sim--1037831270.msf",2110147,111,0.9999,500,10,304,10,"1000 100000 1000 100000 1000 100000"
"37","ANNEALINGEvolK2P",TRUE,0,1679,1000,0,"ConsensusLogLL",-3867.21147670311,"sim--1684653628.msf",1597280,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"38","ANNEALINGEvolK2P",TRUE,0,1679,1000,0,"BestSampledLogLL",-3824.87922700337,"sim--1684653628.msf",1597280,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"39","ANNEALINGEvolK2P",TRUE,0,1679,1000,0,"PartitionMetric",0,"sim--1684653628.msf",1597280,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"40","ANNEALINGEvolK2P",TRUE,0,1679,1000,0,"RobinsonFouldsMetric",0.229935462178928,"sim--1684653628.msf",1597280,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"41","ANNEALINGEvolK2P",TRUE,0,1679,1000,0,"KuhnerFelsenstein",0.00521030096422954,"sim--1684653628.msf",1597280,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"42","SSEvolK2P",NA,NA,NA,1679000,0,NA,NA,"sim--1684653628.msf",1373657,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"43","ANNEALINGJC",TRUE,0,1589,1000,0,"ConsensusLogLL",-3823.07967361916,"sim--1684653628.msf",670558,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"44","ANNEALINGJC",TRUE,0,1589,1000,0,"BestSampledLogLL",-3824.84460112285,"sim--1684653628.msf",670558,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"45","ANNEALINGJC",TRUE,0,1589,1000,0,"PartitionMetric",0,"sim--1684653628.msf",670558,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"46","ANNEALINGJC",TRUE,0,1589,1000,0,"RobinsonFouldsMetric",0.245325462178928,"sim--1684653628.msf",670558,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"47","ANNEALINGJC",TRUE,0,1589,1000,0,"KuhnerFelsenstein",0.00585988437829627,"sim--1684653628.msf",670558,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"48","SSJC",NA,NA,NA,1589000,0,NA,NA,"sim--1684653628.msf",678239,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"49","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"ConsensusLogLL",-3804.97978853746,"sim--1684653628.msf",2351332,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"50","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"BestSampledLogLL",-3774.94247152426,"sim--1684653628.msf",2351332,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"51","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"PartitionMetric",0,"sim--1684653628.msf",2351332,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"52","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"RobinsonFouldsMetric",0.224245462178928,"sim--1684653628.msf",2351332,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"53","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"KuhnerFelsenstein",0.00503991005390103,"sim--1684653628.msf",2351332,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"54","SSEvolGTR",NA,NA,NA,2099000,0,NA,NA,"sim--1684653628.msf",2306246,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"55","ANNEALINGEvolK2P",TRUE,0,1694,1000,0,"ConsensusLogLL",-4092.0931525566,"sim--1361242449.msf",1717477,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"56","ANNEALINGEvolK2P",TRUE,0,1694,1000,0,"BestSampledLogLL",-4067.40427783837,"sim--1361242449.msf",1717477,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"57","ANNEALINGEvolK2P",TRUE,0,1694,1000,0,"PartitionMetric",0,"sim--1361242449.msf",1717477,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"58","ANNEALINGEvolK2P",TRUE,0,1694,1000,0,"RobinsonFouldsMetric",0.266051971936661,"sim--1361242449.msf",1717477,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"59","ANNEALINGEvolK2P",TRUE,0,1694,1000,0,"KuhnerFelsenstein",0.0064441354285635,"sim--1361242449.msf",1717477,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"60","SSEvolK2P",NA,NA,NA,1694000,0,NA,NA,"sim--1361242449.msf",1431915,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"61","ANNEALINGJC",TRUE,0,1594,1000,0,"ConsensusLogLL",-4065.34762067096,"sim--1361242449.msf",733407,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"62","ANNEALINGJC",TRUE,0,1594,1000,0,"BestSampledLogLL",-4067.83273057489,"sim--1361242449.msf",733407,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"63","ANNEALINGJC",TRUE,0,1594,1000,0,"PartitionMetric",0,"sim--1361242449.msf",733407,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"64","ANNEALINGJC",TRUE,0,1594,1000,0,"RobinsonFouldsMetric",0.26318397743757,"sim--1361242449.msf",733407,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"65","ANNEALINGJC",TRUE,0,1594,1000,0,"KuhnerFelsenstein",0.00638055642363689,"sim--1361242449.msf",733407,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"66","SSJC",NA,NA,NA,1594000,0,NA,NA,"sim--1361242449.msf",720864,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"67","ANNEALINGEvolGTR",TRUE,0,2128,1000,0,"ConsensusLogLL",-4044.74344760579,"sim--1361242449.msf",2324397,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"68","ANNEALINGEvolGTR",TRUE,0,2128,1000,0,"BestSampledLogLL",-3985.53788765464,"sim--1361242449.msf",2324397,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"69","ANNEALINGEvolGTR",TRUE,0,2128,1000,0,"PartitionMetric",0,"sim--1361242449.msf",2324397,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"70","ANNEALINGEvolGTR",TRUE,0,2128,1000,0,"RobinsonFouldsMetric",0.288345017999106,"sim--1361242449.msf",2324397,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"71","ANNEALINGEvolGTR",TRUE,0,2128,1000,0,"KuhnerFelsenstein",0.00721130588571657,"sim--1361242449.msf",2324397,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"72","SSEvolGTR",NA,NA,NA,2128000,0,NA,NA,"sim--1361242449.msf",2146505,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"73","ANNEALINGEvolK2P",TRUE,0,1735,1000,0,"ConsensusLogLL",-3498.61735682985,"sim--345697927.msf",1725876,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"74","ANNEALINGEvolK2P",TRUE,0,1735,1000,0,"BestSampledLogLL",-3464.83550767225,"sim--345697927.msf",1725876,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"75","ANNEALINGEvolK2P",TRUE,0,1735,1000,0,"PartitionMetric",0,"sim--345697927.msf",1725876,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"76","ANNEALINGEvolK2P",TRUE,0,1735,1000,0,"RobinsonFouldsMetric",0.153195084995369,"sim--345697927.msf",1725876,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"77","ANNEALINGEvolK2P",TRUE,0,1735,1000,0,"KuhnerFelsenstein",0.00355393199856823,"sim--345697927.msf",1725876,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"78","SSEvolK2P",NA,NA,NA,1735000,0,NA,NA,"sim--345697927.msf",1465438,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"79","ANNEALINGJC",TRUE,0,1639,1000,0,"ConsensusLogLL",-3463.75770645954,"sim--345697927.msf",742936,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"80","ANNEALINGJC",TRUE,0,1639,1000,0,"BestSampledLogLL",-3464.63772310684,"sim--345697927.msf",742936,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"81","ANNEALINGJC",TRUE,0,1639,1000,0,"PartitionMetric",0,"sim--345697927.msf",742936,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"82","ANNEALINGJC",TRUE,0,1639,1000,0,"RobinsonFouldsMetric",0.16429572737621,"sim--345697927.msf",742936,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"83","ANNEALINGJC",TRUE,0,1639,1000,0,"KuhnerFelsenstein",0.00356154702246179,"sim--345697927.msf",742936,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"84","SSJC",NA,NA,NA,1639000,0,NA,NA,"sim--345697927.msf",744467,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"85","ANNEALINGEvolGTR",TRUE,0,2134,1000,0,"ConsensusLogLL",-3515.90164423541,"sim--345697927.msf",2352557,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"86","ANNEALINGEvolGTR",TRUE,0,2134,1000,0,"BestSampledLogLL",-3414.31673286851,"sim--345697927.msf",2352557,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"87","ANNEALINGEvolGTR",TRUE,0,2134,1000,0,"PartitionMetric",0,"sim--345697927.msf",2352557,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"88","ANNEALINGEvolGTR",TRUE,0,2134,1000,0,"RobinsonFouldsMetric",0.173095576172603,"sim--345697927.msf",2352557,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"89","ANNEALINGEvolGTR",TRUE,0,2134,1000,0,"KuhnerFelsenstein",0.00408489180964693,"sim--345697927.msf",2352557,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"90","SSEvolGTR",NA,NA,NA,2134000,0,NA,NA,"sim--345697927.msf",2248749,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"91","ANNEALINGEvolK2P",TRUE,0,1595,1000,0,"ConsensusLogLL",-2997.08646129102,"sim--669109106.msf",1593465,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"92","ANNEALINGEvolK2P",TRUE,0,1595,1000,0,"BestSampledLogLL",-2993.71559791416,"sim--669109106.msf",1593465,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"93","ANNEALINGEvolK2P",TRUE,0,1595,1000,0,"PartitionMetric",0,"sim--669109106.msf",1593465,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"94","ANNEALINGEvolK2P",TRUE,0,1595,1000,0,"RobinsonFouldsMetric",0.113508761082986,"sim--669109106.msf",1593465,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"95","ANNEALINGEvolK2P",TRUE,0,1595,1000,0,"KuhnerFelsenstein",0.00104454506390826,"sim--669109106.msf",1593465,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"96","SSEvolK2P",NA,NA,NA,1595000,0,NA,NA,"sim--669109106.msf",1284815,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"97","ANNEALINGJC",TRUE,0,1520,1000,0,"ConsensusLogLL",-2999.23389661222,"sim--669109106.msf",704976,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"98","ANNEALINGJC",TRUE,0,1520,1000,0,"BestSampledLogLL",-3001.52963032113,"sim--669109106.msf",704976,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"99","ANNEALINGJC",TRUE,0,1520,1000,0,"PartitionMetric",0,"sim--669109106.msf",704976,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"100","ANNEALINGJC",TRUE,0,1520,1000,0,"RobinsonFouldsMetric",0.108248761082986,"sim--669109106.msf",704976,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"101","ANNEALINGJC",TRUE,0,1520,1000,0,"KuhnerFelsenstein",0.000995205755962633,"sim--669109106.msf",704976,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"102","SSJC",NA,NA,NA,1520000,0,NA,NA,"sim--669109106.msf",687708,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"103","ANNEALINGEvolGTR",TRUE,0,1983,1000,0,"ConsensusLogLL",-3016.60098197557,"sim--669109106.msf",2275862,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"104","ANNEALINGEvolGTR",TRUE,0,1983,1000,0,"BestSampledLogLL",-2973.60351846282,"sim--669109106.msf",2275862,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"105","ANNEALINGEvolGTR",TRUE,0,1983,1000,0,"PartitionMetric",0,"sim--669109106.msf",2275862,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"106","ANNEALINGEvolGTR",TRUE,0,1983,1000,0,"RobinsonFouldsMetric",0.117542837995923,"sim--669109106.msf",2275862,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"107","ANNEALINGEvolGTR",TRUE,0,1983,1000,0,"KuhnerFelsenstein",0.00123562104759996,"sim--669109106.msf",2275862,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"108","SSEvolGTR",NA,NA,NA,1983000,0,NA,NA,"sim--669109106.msf",1874286,111,0.9999,500,10,319,10,"1000 100000 1000 100000 1000 100000"
"109","ANNEALINGEvolK2P",TRUE,0,1734,1000,0,"ConsensusLogLL",-3783.96108368207,"sim--947209301.msf",1844476,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"110","ANNEALINGEvolK2P",TRUE,0,1734,1000,0,"BestSampledLogLL",-3748.6163100207,"sim--947209301.msf",1844476,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"111","ANNEALINGEvolK2P",TRUE,0,1734,1000,0,"PartitionMetric",0,"sim--947209301.msf",1844476,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"112","ANNEALINGEvolK2P",TRUE,0,1734,1000,0,"RobinsonFouldsMetric",0.287161172051987,"sim--947209301.msf",1844476,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"113","ANNEALINGEvolK2P",TRUE,0,1734,1000,0,"KuhnerFelsenstein",0.0104016499967371,"sim--947209301.msf",1844476,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"114","SSEvolK2P",NA,NA,NA,1734000,0,NA,NA,"sim--947209301.msf",1521130,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"115","ANNEALINGJC",TRUE,0,1627,1000,0,"ConsensusLogLL",-3746.57088642162,"sim--947209301.msf",679635,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"116","ANNEALINGJC",TRUE,0,1627,1000,0,"BestSampledLogLL",-3749.21759072087,"sim--947209301.msf",679635,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"117","ANNEALINGJC",TRUE,0,1627,1000,0,"PartitionMetric",0,"sim--947209301.msf",679635,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"118","ANNEALINGJC",TRUE,0,1627,1000,0,"RobinsonFouldsMetric",0.291901172051987,"sim--947209301.msf",679635,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"119","ANNEALINGJC",TRUE,0,1627,1000,0,"KuhnerFelsenstein",0.0105302311373141,"sim--947209301.msf",679635,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"120","SSJC",NA,NA,NA,1627000,0,NA,NA,"sim--947209301.msf",699658,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"121","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"ConsensusLogLL",-3778.07542609737,"sim--947209301.msf",2314581,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"122","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"BestSampledLogLL",-3678.78897500713,"sim--947209301.msf",2314581,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"123","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"PartitionMetric",0,"sim--947209301.msf",2314581,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"124","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"RobinsonFouldsMetric",0.308600336948193,"sim--947209301.msf",2314581,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"125","ANNEALINGEvolGTR",TRUE,0,2099,1000,0,"KuhnerFelsenstein",0.0106113309721866,"sim--947209301.msf",2314581,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"126","SSEvolGTR",NA,NA,NA,2099000,0,NA,NA,"sim--947209301.msf",2090492,111,0.9999,500,10,302,10,"1000 100000 1000 100000 1000 100000"
"127","ANNEALINGEvolK2P",TRUE,0,1613,1000,0,"ConsensusLogLL",-3013.50934956811,"sim-1963491310.msf",1593089,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"128","ANNEALINGEvolK2P",TRUE,0,1613,1000,0,"BestSampledLogLL",-2975.64216487114,"sim-1963491310.msf",1593089,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"129","ANNEALINGEvolK2P",TRUE,0,1613,1000,0,"PartitionMetric",4,"sim-1963491310.msf",1593089,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"130","ANNEALINGEvolK2P",TRUE,0,1613,1000,0,"RobinsonFouldsMetric",0.200079671221301,"sim-1963491310.msf",1593089,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"131","ANNEALINGEvolK2P",TRUE,0,1613,1000,0,"KuhnerFelsenstein",0.00432314645946395,"sim-1963491310.msf",1593089,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"132","SSEvolK2P",NA,NA,NA,1613000,0,NA,NA,"sim-1963491310.msf",1328542,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"133","ANNEALINGJC",TRUE,0,1517,1000,0,"ConsensusLogLL",-2974.71323951156,"sim-1963491310.msf",684731,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"134","ANNEALINGJC",TRUE,0,1517,1000,0,"BestSampledLogLL",-2976.45369461481,"sim-1963491310.msf",684731,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"135","ANNEALINGJC",TRUE,0,1517,1000,0,"PartitionMetric",6,"sim-1963491310.msf",684731,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"136","ANNEALINGJC",TRUE,0,1517,1000,0,"RobinsonFouldsMetric",0.214739671221301,"sim-1963491310.msf",684731,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"137","ANNEALINGJC",TRUE,0,1517,1000,0,"KuhnerFelsenstein",0.00452838775142645,"sim-1963491310.msf",684731,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"138","SSJC",NA,NA,NA,1517000,0,NA,NA,"sim-1963491310.msf",656296,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"139","ANNEALINGEvolGTR",TRUE,0,2019,1000,0,"ConsensusLogLL",-2977.87328995463,"sim-1963491310.msf",2215584,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"140","ANNEALINGEvolGTR",TRUE,0,2019,1000,0,"BestSampledLogLL",-2929.88972699527,"sim-1963491310.msf",2215584,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
"141","ANNEALINGEvolGTR",TRUE,0,2019,1000,0,"PartitionMetric",6,"sim-1963491310.msf",2215584,111,0.9999,500,10,312,10,"1000 100000 1000 100000 1000 100000"
