"","#Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"66","SSJC",NA,NA,NA,285000,0,NA,NA,"sim--1814680554.msf",287389,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"67","ANNEALINGEvolGTR",TRUE,0,675,500,0,"ConsensusLogLL",-7020.12963937791,"sim--1814680554.msf",932123,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"68","ANNEALINGEvolGTR",TRUE,0,675,500,0,"BestSampledLogLL",-6886.55298927163,"sim--1814680554.msf",932123,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"69","ANNEALINGEvolGTR",TRUE,0,675,500,0,"PartitionMetric",2,"sim--1814680554.msf",932123,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"70","ANNEALINGEvolGTR",TRUE,0,675,500,0,"RobinsonFouldsMetric",0.185714516378359,"sim--1814680554.msf",932123,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"71","ANNEALINGEvolGTR",TRUE,0,675,500,0,"KuhnerFelsenstein",0.00529444795400914,"sim--1814680554.msf",932123,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"72","SSEvolGTR",NA,NA,NA,337500,0,NA,NA,"sim--1814680554.msf",809784,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"73","ANNEALINGEvolK2P",TRUE,0,597,500,0,"ConsensusLogLL",-6873.89861575915,"sim--1814680554.msf",707284,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"74","ANNEALINGEvolK2P",TRUE,0,597,500,0,"BestSampledLogLL",-6879.34439396505,"sim--1814680554.msf",707284,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"75","ANNEALINGEvolK2P",TRUE,0,597,500,0,"PartitionMetric",2,"sim--1814680554.msf",707284,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"76","ANNEALINGEvolK2P",TRUE,0,597,500,0,"RobinsonFouldsMetric",0.143922115033306,"sim--1814680554.msf",707284,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"77","ANNEALINGEvolK2P",TRUE,0,597,500,0,"KuhnerFelsenstein",0.00258740571030221,"sim--1814680554.msf",707284,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"78","SSEvolK2P",NA,NA,NA,298500,0,NA,NA,"sim--1814680554.msf",551484,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"79","ANNEALINGJC",TRUE,0,569,500,0,"ConsensusLogLL",-6933.95709788658,"sim--1814680554.msf",245363,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"80","ANNEALINGJC",TRUE,0,569,500,0,"BestSampledLogLL",-6935.81782507083,"sim--1814680554.msf",245363,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"81","ANNEALINGJC",TRUE,0,569,500,0,"PartitionMetric",2,"sim--1814680554.msf",245363,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"82","ANNEALINGJC",TRUE,0,569,500,0,"RobinsonFouldsMetric",0.123274602463939,"sim--1814680554.msf",245363,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"83","ANNEALINGJC",TRUE,0,569,500,0,"KuhnerFelsenstein",0.00187534802671808,"sim--1814680554.msf",245363,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"84","SSJC",NA,NA,NA,284500,0,NA,NA,"sim--1814680554.msf",248237,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"85","ANNEALINGEvolGTR",TRUE,0,684,500,0,"ConsensusLogLL",-7021.15311796605,"sim--1814680554.msf",793579,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"86","ANNEALINGEvolGTR",TRUE,0,684,500,0,"BestSampledLogLL",-6890.77531575877,"sim--1814680554.msf",793579,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"87","ANNEALINGEvolGTR",TRUE,0,684,500,0,"PartitionMetric",2,"sim--1814680554.msf",793579,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"88","ANNEALINGEvolGTR",TRUE,0,684,500,0,"RobinsonFouldsMetric",0.185525314383345,"sim--1814680554.msf",793579,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"89","ANNEALINGEvolGTR",TRUE,0,684,500,0,"KuhnerFelsenstein",0.0036642363133159,"sim--1814680554.msf",793579,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"90","SSEvolGTR",NA,NA,NA,342000,0,NA,NA,"sim--1814680554.msf",664900,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"91","ANNEALINGEvolK2P",TRUE,0,604,500,0,"ConsensusLogLL",-7702.4686003976,"sim--1037831270.msf",848400,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"92","ANNEALINGEvolK2P",TRUE,0,604,500,0,"BestSampledLogLL",-7706.56897293439,"sim--1037831270.msf",848400,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"93","ANNEALINGEvolK2P",TRUE,0,604,500,0,"PartitionMetric",0,"sim--1037831270.msf",848400,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"94","ANNEALINGEvolK2P",TRUE,0,604,500,0,"RobinsonFouldsMetric",0.295594820076759,"sim--1037831270.msf",848400,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"95","ANNEALINGEvolK2P",TRUE,0,604,500,0,"KuhnerFelsenstein",0.00872072345113413,"sim--1037831270.msf",848400,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"96","SSEvolK2P",NA,NA,NA,302000,0,NA,NA,"sim--1037831270.msf",743270,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"97","ANNEALINGJC",TRUE,0,580,500,0,"ConsensusLogLL",-7771.49224478838,"sim--1037831270.msf",339994,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"98","ANNEALINGJC",TRUE,0,580,500,0,"BestSampledLogLL",-7776.34838575809,"sim--1037831270.msf",339994,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"99","ANNEALINGJC",TRUE,0,580,500,0,"PartitionMetric",0,"sim--1037831270.msf",339994,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"100","ANNEALINGJC",TRUE,0,580,500,0,"RobinsonFouldsMetric",0.289784498788018,"sim--1037831270.msf",339994,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"101","ANNEALINGJC",TRUE,0,580,500,0,"KuhnerFelsenstein",0.00824795295137035,"sim--1037831270.msf",339994,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"102","SSJC",NA,NA,NA,290000,0,NA,NA,"sim--1037831270.msf",345932,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"103","ANNEALINGEvolGTR",TRUE,0,702,500,0,"ConsensusLogLL",-7863.5997948391,"sim--1037831270.msf",1045453,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"104","ANNEALINGEvolGTR",TRUE,0,702,500,0,"BestSampledLogLL",-7714.14412806045,"sim--1037831270.msf",1045453,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"105","ANNEALINGEvolGTR",TRUE,0,702,500,0,"PartitionMetric",0,"sim--1037831270.msf",1045453,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"106","ANNEALINGEvolGTR",TRUE,0,702,500,0,"RobinsonFouldsMetric",0.402583472731475,"sim--1037831270.msf",1045453,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"107","ANNEALINGEvolGTR",TRUE,0,702,500,0,"KuhnerFelsenstein",0.0154550671936428,"sim--1037831270.msf",1045453,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"108","SSEvolGTR",NA,NA,NA,351000,0,NA,NA,"sim--1037831270.msf",969973,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"109","ANNEALINGEvolK2P",TRUE,0,581,500,0,"ConsensusLogLL",-6874.58042053959,"sim--1814680554.msf",703547,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"110","ANNEALINGEvolK2P",TRUE,0,581,500,0,"BestSampledLogLL",-6879.91650346342,"sim--1814680554.msf",703547,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"111","ANNEALINGEvolK2P",TRUE,0,581,500,0,"PartitionMetric",2,"sim--1814680554.msf",703547,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"112","ANNEALINGEvolK2P",TRUE,0,581,500,0,"RobinsonFouldsMetric",0.143555889046566,"sim--1814680554.msf",703547,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"113","ANNEALINGEvolK2P",TRUE,0,581,500,0,"KuhnerFelsenstein",0.00271187356600241,"sim--1814680554.msf",703547,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"114","SSEvolK2P",NA,NA,NA,290500,0,NA,NA,"sim--1814680554.msf",552390,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"115","ANNEALINGJC",TRUE,0,556,500,0,"ConsensusLogLL",-6931.42942944875,"sim--1814680554.msf",243035,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"116","ANNEALINGJC",TRUE,0,556,500,0,"BestSampledLogLL",-6935.02059608685,"sim--1814680554.msf",243035,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"117","ANNEALINGJC",TRUE,0,556,500,0,"PartitionMetric",2,"sim--1814680554.msf",243035,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"118","ANNEALINGJC",TRUE,0,556,500,0,"RobinsonFouldsMetric",0.160490263253177,"sim--1814680554.msf",243035,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"119","ANNEALINGJC",TRUE,0,556,500,0,"KuhnerFelsenstein",0.00360374120104787,"sim--1814680554.msf",243035,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"120","SSJC",NA,NA,NA,278000,0,NA,NA,"sim--1814680554.msf",244381,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"121","ANNEALINGEvolGTR",TRUE,0,674,500,0,"ConsensusLogLL",-7017.14804634778,"sim--1814680554.msf",805079,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"122","ANNEALINGEvolGTR",TRUE,0,674,500,0,"BestSampledLogLL",-6886.1685616554,"sim--1814680554.msf",805079,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"123","ANNEALINGEvolGTR",TRUE,0,674,500,0,"PartitionMetric",0,"sim--1814680554.msf",805079,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"124","ANNEALINGEvolGTR",TRUE,0,674,500,0,"RobinsonFouldsMetric",0.20089478450143,"sim--1814680554.msf",805079,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"125","ANNEALINGEvolGTR",TRUE,0,674,500,0,"KuhnerFelsenstein",0.00419119697819479,"sim--1814680554.msf",805079,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"126","SSEvolGTR",NA,NA,NA,337000,0,NA,NA,"sim--1814680554.msf",675887,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"127","ANNEALINGEvolK2P",TRUE,0,586,500,0,"ConsensusLogLL",-6874.38090434857,"sim--1814680554.msf",691570,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"128","ANNEALINGEvolK2P",TRUE,0,586,500,0,"BestSampledLogLL",-6876.24192947607,"sim--1814680554.msf",691570,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"129","ANNEALINGEvolK2P",TRUE,0,586,500,0,"PartitionMetric",2,"sim--1814680554.msf",691570,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"130","ANNEALINGEvolK2P",TRUE,0,586,500,0,"RobinsonFouldsMetric",0.148067858749829,"sim--1814680554.msf",691570,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"131","ANNEALINGEvolK2P",TRUE,0,586,500,0,"KuhnerFelsenstein",0.00279004951332044,"sim--1814680554.msf",691570,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"132","SSEvolK2P",NA,NA,NA,293000,0,NA,NA,"sim--1814680554.msf",539259,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"133","ANNEALINGJC",TRUE,0,568,500,0,"ConsensusLogLL",-6931.36633232294,"sim--1814680554.msf",241468,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"134","ANNEALINGJC",TRUE,0,568,500,0,"BestSampledLogLL",-6933.53452821171,"sim--1814680554.msf",241468,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"135","ANNEALINGJC",TRUE,0,568,500,0,"PartitionMetric",2,"sim--1814680554.msf",241468,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"136","ANNEALINGJC",TRUE,0,568,500,0,"RobinsonFouldsMetric",0.165331348435028,"sim--1814680554.msf",241468,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"137","ANNEALINGJC",TRUE,0,568,500,0,"KuhnerFelsenstein",0.00365484209698436,"sim--1814680554.msf",241468,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"138","SSJC",NA,NA,NA,284000,0,NA,NA,"sim--1814680554.msf",233245,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"139","ANNEALINGEvolGTR",TRUE,0,689,500,0,"ConsensusLogLL",-7018.31662771111,"sim--1814680554.msf",813362,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"140","ANNEALINGEvolGTR",TRUE,0,689,500,0,"BestSampledLogLL",-6884.76657829572,"sim--1814680554.msf",813362,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"141","ANNEALINGEvolGTR",TRUE,0,689,500,0,"PartitionMetric",2,"sim--1814680554.msf",813362,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"142","ANNEALINGEvolGTR",TRUE,0,689,500,0,"RobinsonFouldsMetric",0.188687198901031,"sim--1814680554.msf",813362,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"143","ANNEALINGEvolGTR",TRUE,0,689,500,0,"KuhnerFelsenstein",0.00634275188369313,"sim--1814680554.msf",813362,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"144","SSEvolGTR",NA,NA,NA,344500,0,NA,NA,"sim--1814680554.msf",670766,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"145","ANNEALINGEvolK2P",TRUE,0,588,500,0,"ConsensusLogLL",-7366.11924251854,"sim-1038568758.msf",792292,22,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"146","ANNEALINGEvolK2P",TRUE,0,588,500,0,"BestSampledLogLL",-7369.72423953349,"sim-1038568758.msf",792292,22,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"147","ANNEALINGEvolK2P",TRUE,0,588,500,0,"PartitionMetric",0,"sim-1038568758.msf",792292,22,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"148","ANNEALINGEvolK2P",TRUE,0,588,500,0,"RobinsonFouldsMetric",0.148543210880269,"sim-1038568758.msf",792292,22,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"149","ANNEALINGEvolK2P",TRUE,0,588,500,0,"KuhnerFelsenstein",0.00294606719348092,"sim-1038568758.msf",792292,22,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
