"","#Method","Adaptive","AdaptiveType","T","IterScale","Repeat","Metric","Value","TreeName","Time","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"36","SSEvolGTR",NA,NA,NA,2123000,0,NA,NA,"sim--1814680554.msf",2058490,111,0.9999,500,10,301,10,"1000 100000 1000 100000 1000 100000"
"37","ANNEALINGEvolK2P",TRUE,0,1696,1000,0,"ConsensusLogLL",-4073.87314790089,"sim--1361242449.msf",1599350,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"38","ANNEALINGEvolK2P",TRUE,0,1696,1000,0,"BestSampledLogLL",-4076.34668685266,"sim--1361242449.msf",1599350,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"39","ANNEALINGEvolK2P",TRUE,0,1696,1000,0,"PartitionMetric",0,"sim--1361242449.msf",1599350,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"40","ANNEALINGEvolK2P",TRUE,0,1696,1000,0,"RobinsonFouldsMetric",0.200384595827416,"sim--1361242449.msf",1599350,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"41","ANNEALINGEvolK2P",TRUE,0,1696,1000,0,"KuhnerFelsenstein",0.00326420540303417,"sim--1361242449.msf",1599350,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"42","SSEvolK2P",NA,NA,NA,1696000,0,NA,NA,"sim--1361242449.msf",1375220,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"43","ANNEALINGJC",TRUE,0,1631,1000,0,"ConsensusLogLL",-4109.40973961491,"sim--1361242449.msf",686246,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"44","ANNEALINGJC",TRUE,0,1631,1000,0,"BestSampledLogLL",-4110.49265626254,"sim--1361242449.msf",686246,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"45","ANNEALINGJC",TRUE,0,1631,1000,0,"PartitionMetric",0,"sim--1361242449.msf",686246,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"46","ANNEALINGJC",TRUE,0,1631,1000,0,"RobinsonFouldsMetric",0.186464595827416,"sim--1361242449.msf",686246,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"47","ANNEALINGJC",TRUE,0,1631,1000,0,"KuhnerFelsenstein",0.00299087576998443,"sim--1361242449.msf",686246,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"48","SSJC",NA,NA,NA,1631000,0,NA,NA,"sim--1361242449.msf",661679,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"49","ANNEALINGEvolGTR",TRUE,0,2152,1000,0,"ConsensusLogLL",-4146.93919252262,"sim--1361242449.msf",2337394,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"50","ANNEALINGEvolGTR",TRUE,0,2152,1000,0,"BestSampledLogLL",-4077.77630949664,"sim--1361242449.msf",2337394,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"51","ANNEALINGEvolGTR",TRUE,0,2152,1000,0,"PartitionMetric",0,"sim--1361242449.msf",2337394,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"52","ANNEALINGEvolGTR",TRUE,0,2152,1000,0,"RobinsonFouldsMetric",0.206886542268295,"sim--1361242449.msf",2337394,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"53","ANNEALINGEvolGTR",TRUE,0,2152,1000,0,"KuhnerFelsenstein",0.00350014090397288,"sim--1361242449.msf",2337394,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"54","SSEvolGTR",NA,NA,NA,2152000,0,NA,NA,"sim--1361242449.msf",2062461,111,0.9999,500,10,310,10,"1000 100000 1000 100000 1000 100000"
"55","ANNEALINGEvolK2P",TRUE,0,1629,1000,0,"ConsensusLogLL",-3807.77919038019,"sim--1684653628.msf",1536570,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"56","ANNEALINGEvolK2P",TRUE,0,1629,1000,0,"BestSampledLogLL",-3809.05142720541,"sim--1684653628.msf",1536570,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"57","ANNEALINGEvolK2P",TRUE,0,1629,1000,0,"PartitionMetric",0,"sim--1684653628.msf",1536570,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"58","ANNEALINGEvolK2P",TRUE,0,1629,1000,0,"RobinsonFouldsMetric",0.293913163342858,"sim--1684653628.msf",1536570,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"59","ANNEALINGEvolK2P",TRUE,0,1629,1000,0,"KuhnerFelsenstein",0.0088966279177669,"sim--1684653628.msf",1536570,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"60","SSEvolK2P",NA,NA,NA,1629000,0,NA,NA,"sim--1684653628.msf",1320598,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"61","ANNEALINGJC",TRUE,0,1583,1000,0,"ConsensusLogLL",-3858.11495899455,"sim--1684653628.msf",654366,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"62","ANNEALINGJC",TRUE,0,1583,1000,0,"BestSampledLogLL",-3860.00435958559,"sim--1684653628.msf",654366,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"63","ANNEALINGJC",TRUE,0,1583,1000,0,"PartitionMetric",0,"sim--1684653628.msf",654366,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"64","ANNEALINGJC",TRUE,0,1583,1000,0,"RobinsonFouldsMetric",0.294173163342858,"sim--1684653628.msf",654366,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"65","ANNEALINGJC",TRUE,0,1583,1000,0,"KuhnerFelsenstein",0.00936397909243908,"sim--1684653628.msf",654366,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"66","SSJC",NA,NA,NA,1583000,0,NA,NA,"sim--1684653628.msf",651149,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"67","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"ConsensusLogLL",-3906.64146181846,"sim--1684653628.msf",2278387,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"68","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"BestSampledLogLL",-3810.00608669301,"sim--1684653628.msf",2278387,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"69","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"PartitionMetric",0,"sim--1684653628.msf",2278387,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"70","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"RobinsonFouldsMetric",0.324923163342858,"sim--1684653628.msf",2278387,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"71","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"KuhnerFelsenstein",0.0119337145739904,"sim--1684653628.msf",2278387,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"72","SSEvolGTR",NA,NA,NA,2085000,0,NA,NA,"sim--1684653628.msf",2000939,111,0.9999,500,10,308,10,"1000 100000 1000 100000 1000 100000"
"73","ANNEALINGEvolK2P",TRUE,0,1695,1000,0,"ConsensusLogLL",-3180.08491578603,"sim-1316668952.msf",1553862,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"74","ANNEALINGEvolK2P",TRUE,0,1695,1000,0,"BestSampledLogLL",-3181.58398771611,"sim-1316668952.msf",1553862,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"75","ANNEALINGEvolK2P",TRUE,0,1695,1000,0,"PartitionMetric",0,"sim-1316668952.msf",1553862,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"76","ANNEALINGEvolK2P",TRUE,0,1695,1000,0,"RobinsonFouldsMetric",0.215823638474498,"sim-1316668952.msf",1553862,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"77","ANNEALINGEvolK2P",TRUE,0,1695,1000,0,"KuhnerFelsenstein",0.00483795804498469,"sim-1316668952.msf",1553862,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"78","SSEvolK2P",NA,NA,NA,1695000,0,NA,NA,"sim-1316668952.msf",1333326,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"79","ANNEALINGJC",TRUE,0,1635,1000,0,"ConsensusLogLL",-3198.07652999916,"sim-1316668952.msf",660233,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"80","ANNEALINGJC",TRUE,0,1635,1000,0,"BestSampledLogLL",-3199.68537768244,"sim-1316668952.msf",660233,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"81","ANNEALINGJC",TRUE,0,1635,1000,0,"PartitionMetric",0,"sim-1316668952.msf",660233,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"82","ANNEALINGJC",TRUE,0,1635,1000,0,"RobinsonFouldsMetric",0.211893638474498,"sim-1316668952.msf",660233,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"83","ANNEALINGJC",TRUE,0,1635,1000,0,"KuhnerFelsenstein",0.00455034683957526,"sim-1316668952.msf",660233,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"84","SSJC",NA,NA,NA,1635000,0,NA,NA,"sim-1316668952.msf",686950,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"85","ANNEALINGEvolGTR",TRUE,0,2105,1000,0,"ConsensusLogLL",-3229.86822667306,"sim-1316668952.msf",2287757,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"86","ANNEALINGEvolGTR",TRUE,0,2105,1000,0,"BestSampledLogLL",-3181.36615204706,"sim-1316668952.msf",2287757,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"87","ANNEALINGEvolGTR",TRUE,0,2105,1000,0,"PartitionMetric",0,"sim-1316668952.msf",2287757,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"88","ANNEALINGEvolGTR",TRUE,0,2105,1000,0,"RobinsonFouldsMetric",0.226056901250793,"sim-1316668952.msf",2287757,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"89","ANNEALINGEvolGTR",TRUE,0,2105,1000,0,"KuhnerFelsenstein",0.00536796765084198,"sim-1316668952.msf",2287757,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"90","SSEvolGTR",NA,NA,NA,2105000,0,NA,NA,"sim-1316668952.msf",2137611,111,0.9999,500,10,316,10,"1000 100000 1000 100000 1000 100000"
"91","ANNEALINGEvolK2P",TRUE,0,1642,1000,0,"ConsensusLogLL",-3459.48136083652,"sim--714420091.msf",1586811,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"92","ANNEALINGEvolK2P",TRUE,0,1642,1000,0,"BestSampledLogLL",-3462.35694520714,"sim--714420091.msf",1586811,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"93","ANNEALINGEvolK2P",TRUE,0,1642,1000,0,"PartitionMetric",0,"sim--714420091.msf",1586811,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"94","ANNEALINGEvolK2P",TRUE,0,1642,1000,0,"RobinsonFouldsMetric",0.242279398698753,"sim--714420091.msf",1586811,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"95","ANNEALINGEvolK2P",TRUE,0,1642,1000,0,"KuhnerFelsenstein",0.00747361190139625,"sim--714420091.msf",1586811,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"96","SSEvolK2P",NA,NA,NA,1642000,0,NA,NA,"sim--714420091.msf",1348204,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"97","ANNEALINGJC",TRUE,0,1581,1000,0,"ConsensusLogLL",-3487.85319504765,"sim--714420091.msf",680538,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"98","ANNEALINGJC",TRUE,0,1581,1000,0,"BestSampledLogLL",-3489.84449738503,"sim--714420091.msf",680538,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"99","ANNEALINGJC",TRUE,0,1581,1000,0,"PartitionMetric",0,"sim--714420091.msf",680538,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"100","ANNEALINGJC",TRUE,0,1581,1000,0,"RobinsonFouldsMetric",0.250289398698753,"sim--714420091.msf",680538,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"101","ANNEALINGJC",TRUE,0,1581,1000,0,"KuhnerFelsenstein",0.00797508812391638,"sim--714420091.msf",680538,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"102","SSJC",NA,NA,NA,1581000,0,NA,NA,"sim--714420091.msf",639641,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"103","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"ConsensusLogLL",-3520.55485255847,"sim--714420091.msf",2278294,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"104","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"BestSampledLogLL",-3461.57473662863,"sim--714420091.msf",2278294,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"105","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"PartitionMetric",0,"sim--714420091.msf",2278294,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"106","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"RobinsonFouldsMetric",0.219482378447254,"sim--714420091.msf",2278294,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"107","ANNEALINGEvolGTR",TRUE,0,2085,1000,0,"KuhnerFelsenstein",0.00601922717159203,"sim--714420091.msf",2278294,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"108","SSEvolGTR",NA,NA,NA,2085000,0,NA,NA,"sim--714420091.msf",1989043,111,0.9999,500,10,306,10,"1000 100000 1000 100000 1000 100000"
"109","ANNEALINGEvolK2P",TRUE,0,1715,1000,0,"ConsensusLogLL",-3756.4952760014,"sim--209764974.msf",1580007,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"110","ANNEALINGEvolK2P",TRUE,0,1715,1000,0,"BestSampledLogLL",-3759.29427375404,"sim--209764974.msf",1580007,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"111","ANNEALINGEvolK2P",TRUE,0,1715,1000,0,"PartitionMetric",0,"sim--209764974.msf",1580007,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"112","ANNEALINGEvolK2P",TRUE,0,1715,1000,0,"RobinsonFouldsMetric",0.219737098581847,"sim--209764974.msf",1580007,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"113","ANNEALINGEvolK2P",TRUE,0,1715,1000,0,"KuhnerFelsenstein",0.00467923456023058,"sim--209764974.msf",1580007,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"114","SSEvolK2P",NA,NA,NA,1715000,0,NA,NA,"sim--209764974.msf",1382822,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"115","ANNEALINGJC",TRUE,0,1651,1000,0,"ConsensusLogLL",-3790.19338984166,"sim--209764974.msf",673492,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"116","ANNEALINGJC",TRUE,0,1651,1000,0,"BestSampledLogLL",-3793.87203546917,"sim--209764974.msf",673492,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"117","ANNEALINGJC",TRUE,0,1651,1000,0,"PartitionMetric",0,"sim--209764974.msf",673492,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"118","ANNEALINGJC",TRUE,0,1651,1000,0,"RobinsonFouldsMetric",0.226326472481613,"sim--209764974.msf",673492,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"119","ANNEALINGJC",TRUE,0,1651,1000,0,"KuhnerFelsenstein",0.00547317496786448,"sim--209764974.msf",673492,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"120","SSJC",NA,NA,NA,1651000,0,NA,NA,"sim--209764974.msf",754159,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"121","ANNEALINGEvolGTR",TRUE,0,2141,1000,0,"ConsensusLogLL",-3828.82325125675,"sim--209764974.msf",2268532,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"122","ANNEALINGEvolGTR",TRUE,0,2141,1000,0,"BestSampledLogLL",-3758.84201649439,"sim--209764974.msf",2268532,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"123","ANNEALINGEvolGTR",TRUE,0,2141,1000,0,"PartitionMetric",0,"sim--209764974.msf",2268532,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"124","ANNEALINGEvolGTR",TRUE,0,2141,1000,0,"RobinsonFouldsMetric",0.214926868707445,"sim--209764974.msf",2268532,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"125","ANNEALINGEvolGTR",TRUE,0,2141,1000,0,"KuhnerFelsenstein",0.00456596016773151,"sim--209764974.msf",2268532,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"126","SSEvolGTR",NA,NA,NA,2141000,0,NA,NA,"sim--209764974.msf",2000442,111,0.9999,500,10,320,10,"1000 100000 1000 100000 1000 100000"
"127","ANNEALINGEvolK2P",TRUE,0,1704,1000,0,"ConsensusLogLL",-3479.98687087345,"sim--345697927.msf",1637147,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"128","ANNEALINGEvolK2P",TRUE,0,1704,1000,0,"BestSampledLogLL",-3482.01919428439,"sim--345697927.msf",1637147,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"129","ANNEALINGEvolK2P",TRUE,0,1704,1000,0,"PartitionMetric",0,"sim--345697927.msf",1637147,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"130","ANNEALINGEvolK2P",TRUE,0,1704,1000,0,"RobinsonFouldsMetric",0.221569071859791,"sim--345697927.msf",1637147,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"131","ANNEALINGEvolK2P",TRUE,0,1704,1000,0,"KuhnerFelsenstein",0.00502993491093859,"sim--345697927.msf",1637147,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"132","SSEvolK2P",NA,NA,NA,1704000,0,NA,NA,"sim--345697927.msf",1390708,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"133","ANNEALINGJC",TRUE,0,1659,1000,0,"ConsensusLogLL",-3520.54256870329,"sim--345697927.msf",708072,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"134","ANNEALINGJC",TRUE,0,1659,1000,0,"BestSampledLogLL",-3521.95036070961,"sim--345697927.msf",708072,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"135","ANNEALINGJC",TRUE,0,1659,1000,0,"PartitionMetric",0,"sim--345697927.msf",708072,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"136","ANNEALINGJC",TRUE,0,1659,1000,0,"RobinsonFouldsMetric",0.23379494650983,"sim--345697927.msf",708072,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"137","ANNEALINGJC",TRUE,0,1659,1000,0,"KuhnerFelsenstein",0.00550766698740583,"sim--345697927.msf",708072,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"138","SSJC",NA,NA,NA,1659000,0,NA,NA,"sim--345697927.msf",691624,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"139","ANNEALINGEvolGTR",TRUE,0,2133,1000,0,"ConsensusLogLL",-3566.98501994346,"sim--345697927.msf",2265362,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"140","ANNEALINGEvolGTR",TRUE,0,2133,1000,0,"BestSampledLogLL",-3484.29640110583,"sim--345697927.msf",2265362,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
"141","ANNEALINGEvolGTR",TRUE,0,2133,1000,0,"PartitionMetric",0,"sim--345697927.msf",2265362,111,0.9999,500,10,313,10,"1000 100000 1000 100000 1000 100000"
